"LOCATION","Country","VAR","Variable","EDI","Edition","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units",,,106.56,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-05","May-2017","IDX","Index","0","Units",,,106.03,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units",,,105.82,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units",,,107.31,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units",,,107.63,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units",,,106.46,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units",,,107.63,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units",,,108.8,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units",,,110.08,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units",,,108.27,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units",,,105.6,,
"ZAF","South Africa","201","Index of industrial production","201805","May 2018","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units",,,106.99,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units",,,111.02,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units",,,109.91,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units",,,110.91,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units",,,110.24,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-05","May-2015","IDX","Index","0","Units",,,109.14,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units",,,110.47,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units",,,110.24,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units",,,110.13,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units",,,109.8,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units",,,110.69,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units",,,112.12,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units",,,109.03,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units",,,113.67,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units",,,113.67,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units",,,114.77,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units",,,112.56,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-05","May-2016","IDX","Index","0","Units",,,111.68,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units",,,112.01,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units",,,111.57,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units",,,113.78,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units",,,113.33,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units",,,114,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units",,,115.43,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units",,,114.66,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units",,,112.67,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units",,,115.43,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units",,,116.53,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units",,,116.87,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-05","May-2017","IDX","Index","0","Units",,,117.86,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units",,,117.64,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units",,,119.18,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units",,,119.18,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units",,,119.74,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units",,,120.07,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units",,,121.61,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units",,,122.16,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units",,,121.28,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units",,,122.6,,
"AUT","Austria","201","Index of industrial production","201806","June 2018","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units",,,120.62,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units",,,104.98,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units",,,101.48,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units",,,105.08,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units",,,104.68,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-05","May-2015","IDX","Index","0","Units",,,104.58,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units",,,102.08,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units",,,103.08,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units",,,103.58,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units",,,104.98,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units",,,105.48,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units",,,107.18,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units",,,103.28,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units",,,109.98,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units",,,107.88,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units",,,107.68,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units",,,108.48,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-05","May-2016","IDX","Index","0","Units",,,105.98,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units",,,107.28,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units",,,110.28,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units",,,109.38,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units",,,106.98,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units",,,107.88,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units",,,108.78,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units",,,113.88,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units",,,108.38,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units",,,111.98,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units",,,110.28,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units",,,110.18,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-05","May-2017","IDX","Index","0","Units",,,110.58,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units",,,112.48,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units",,,115.18,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units",,,114.18,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units",,,111.88,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units",,,113.48,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units",,,114.68,,
"BEL","Belgium","201","Index of industrial production","201806","June 2018","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units",,,110.68,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units",,,112.03,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units",,,111.55,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units",,,111.29,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units",,,110.19,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-05","May-2015","IDX","Index","0","Units",,,109.52,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units",,,110.29,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units",,,111.63,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units",,,112.57,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units",,,110.37,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units",,,110.56,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units",,,111.28,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units",,,111.39,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units",,,112.17,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units",,,111.44,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units",,,110.9,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units",,,110.49,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-05","May-2016","IDX","Index","0","Units",,,107.02,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units",,,109.47,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units",,,111.84,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units",,,112.73,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units",,,113.79,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units",,,112.59,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units",,,113.49,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units",,,113.22,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units",,,114.69,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units",,,113.61,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units",,,114.21,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units",,,114.25,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-05","May-2017","IDX","Index","0","Units",,,117.48,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units",,,117.12,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units",,,117.21,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units",,,116.74,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units",,,117.39,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units",,,116.58,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units",,,118.05,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units",,,118.33,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units",,,117.12,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units",,,118.55,,
"CAN","Canada","201","Index of industrial production","201806","June 2018","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units",,,118.9,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units",,,113.6,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units",,,115.11,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units",,,114.71,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units",,,116.11,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-05","May-2015","IDX","Index","0","Units",,,115.91,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units",,,116.01,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units",,,118.01,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units",,,113,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units",,,116.71,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units",,,118.52,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units",,,116.31,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units",,,115.41,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units",,,118.72,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units",,,117.91,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units",,,120.32,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units",,,118.42,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-05","May-2016","IDX","Index","0","Units",,,117.31,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units",,,121.82,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units",,,109.59,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units",,,122.13,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units",,,120.12,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units",,,120.72,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units",,,121.52,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units",,,119.92,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units",,,124.53,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units",,,125.23,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units",,,124.73,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units",,,126.24,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-05","May-2017","IDX","Index","0","Units",,,129.85,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units",,,125.43,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units",,,114,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units",,,129.75,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units",,,129.14,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units",,,127.14,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units",,,131.65,,
"CZE","Czech Republic","201","Index of industrial production","201806","June 2018","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units",,,129.65,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units",,,98.66,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units",,,99.87,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units",,,103.62,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units",,,102.31,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-05","May-2015","IDX","Index","0","Units",,,102,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units",,,106.16,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-07","Jul-2015","IDX","Index","0","Units",,,101.39,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-08","Aug-2015","IDX","Index","0","Units",,,105.35,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-09","Sep-2015","IDX","Index","0","Units",,,101.09,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-10","Oct-2015","IDX","Index","0","Units",,,98.25,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-11","Nov-2015","IDX","Index","0","Units",,,97.14,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2015-12","Dec-2015","IDX","Index","0","Units",,,100.89,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-01","Jan-2016","IDX","Index","0","Units",,,105.45,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-02","Feb-2016","IDX","Index","0","Units",,,101.29,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-03","Mar-2016","IDX","Index","0","Units",,,105.55,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-04","Apr-2016","IDX","Index","0","Units",,,103.32,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-05","May-2016","IDX","Index","0","Units",,,105.04,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-06","Jun-2016","IDX","Index","0","Units",,,102.71,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-07","Jul-2016","IDX","Index","0","Units",,,109.4,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-08","Aug-2016","IDX","Index","0","Units",,,108.29,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-09","Sep-2016","IDX","Index","0","Units",,,96.22,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-10","Oct-2016","IDX","Index","0","Units",,,109.91,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-11","Nov-2016","IDX","Index","0","Units",,,109.91,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2016-12","Dec-2016","IDX","Index","0","Units",,,110.52,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-01","Jan-2017","IDX","Index","0","Units",,,104.13,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-02","Feb-2017","IDX","Index","0","Units",,,107.98,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-03","Mar-2017","IDX","Index","0","Units",,,110.32,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-04","Apr-2017","IDX","Index","0","Units",,,107.88,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-05","May-2017","IDX","Index","0","Units",,,110.22,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-06","Jun-2017","IDX","Index","0","Units",,,108.09,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-07","Jul-2017","IDX","Index","0","Units",,,106.36,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-08","Aug-2017","IDX","Index","0","Units",,,110.11,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-09","Sep-2017","IDX","Index","0","Units",,,105.15,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-10","Oct-2017","IDX","Index","0","Units",,,106.57,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-11","Nov-2017","IDX","Index","0","Units",,,107.58,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2017-12","Dec-2017","IDX","Index","0","Units",,,108.69,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2018-01","Jan-2018","IDX","Index","0","Units",,,109.3,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2018-02","Feb-2018","IDX","Index","0","Units",,,108.09,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2018-03","Mar-2018","IDX","Index","0","Units",,,108.59,,
"DNK","Denmark","201","Index of industrial production","201806","June 2018","M","Monthly","2018-04","Apr-2018","IDX","Index","0","Units",,,109.51,,
"FIN","Finland","201","Index of industrial production","201806","June 2018","M","Monthly","2015-01","Jan-2015","IDX","Index","0","Units",,,92.73,,
"FIN","Finland","201","Index of industrial production","201806","June 2018","M","Monthly","2015-02","Feb-2015","IDX","Index","0","Units",,,93.1,,
"FIN","Finland","201","Index of industrial production","201806","June 2018","M","Monthly","2015-03","Mar-2015","IDX","Index","0","Units",,,94.89,,
"FIN","Finland","201","Index of industrial production","201806","June 2018","M","Monthly","2015-04","Apr-2015","IDX","Index","0","Units",,,94.61,,
"FIN","Finland","201","Index of industrial production","201806","June 2018","M","Monthly","2015-05","May-2015","IDX","Index","0","Units",,,93.86,,
"FIN","Finland","201","Index of industrial production","201806","June 2018","M","Monthly","2015-06","Jun-2015","IDX","Index","0","Units",,,95.36,,
